Cost is: 0.0 | 0 to 1
Cost is: 7798.26588887294 | 0 to 1 to 2 to 3 to 6 to 12 to 24 to 25 to 50 to 51 to 102 to 204 to 205 to 410 to 411 to 822
Cost is: 8620.26588887294 | 0 to 1 to 2 to 3 to 6 to 12 to 24 to 25 to 50 to 51 to 102 to 204 to 205 to 410 to 411 to 822 to 823
Cost is: 7316.641189799158 | 0 to 1 to 2 to 3 to 6 to 12 to 24 to 25 to 50 to 51 to 102 to 103 to 206 to 412 to 824
Cost is: 8140.641189799158 | 0 to 1 to 2 to 3 to 6 to 12 to 24 to 25 to 50 to 51 to 102 to 103 to 206 to 412 to 824 to 825
Cost is: 7739.772134795904 | 0 to 1 to 2 to 3 to 6 to 12 to 24 to 25 to 50 to 51 to 102 to 103 to 206 to 412 to 413 to 826
Cost is: 8565.772134795905 | 0 to 1 to 2 to 3 to 6 to 12 to 24 to 25 to 50 to 51 to 102 to 103 to 206 to 412 to 413 to 826 to 827
Cost is: 7555.039264607011 | 0 to 1 to 2 to 3 to 6 to 12 to 24 to 25 to 50 to 51 to 102 to 103 to 206 to 207 to 414 to 828
Cost is: 8383.03926460701 | 0 to 1 to 2 to 3 to 6 to 12 to 24 to 25 to 50 to 51 to 102 to 103 to 206 to 207 to 414 to 828 to 829
Cost is: 7980.177187589519 | 0 to 1 to 2 to 3 to 6 to 12 to 24 to 25 to 50 to 51 to 102 to 103 to 206 to 207 to 414 to 415 to 830
Cost is: 8810.17718758952 | 0 to 1 to 2 to 3 to 6 to 12 to 24 to 25 to 50 to 51 to 102 to 103 to 206 to 207 to 414 to 415 to 830 to 831
Cost is: 7247.924791664045 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 208 to 416 to 832
Cost is: 8079.924791664045 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 208 to 416 to 832 to 833
Cost is: 7675.069659043776 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 208 to 416 to 417 to 834
Cost is: 8509.069659043776 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 208 to 416 to 417 to 834 to 835
Cost is: 7488.364583358717 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 208 to 209 to 418 to 836
Cost is: 8324.364583358718 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 208 to 209 to 418 to 836 to 837
Cost is: 7917.516361868936 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 208 to 209 to 418 to 419 to 838
Cost is: 8755.516361868937 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 208 to 209 to 418 to 419 to 838 to 839
Cost is: 7425.97513234193 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 105 to 210 to 420 to 840
Cost is: 8265.97513234193 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 105 to 210 to 420 to 840 to 841
Cost is: 7857.133789033111 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 105 to 210 to 420 to 421 to 842
Cost is: 8699.13378903311 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 105 to 210 to 420 to 421 to 842 to 843
Cost is: 7668.456242663921 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 105 to 210 to 211 to 422 to 844
Cost is: 8512.45624266392 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 105 to 210 to 211 to 422 to 844 to 845
Cost is: 8101.621744899227 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 105 to 210 to 211 to 422 to 423 to 846
Cost is: 8947.621744899228 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 104 to 105 to 210 to 211 to 422 to 423 to 846 to 847
Cost is: 7456.278572891737 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 212 to 424 to 848
Cost is: 8304.278572891737 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 212 to 424 to 848 to 849
Cost is: 7891.450888342593 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 212 to 424 to 425 to 850
Cost is: 8741.450888342593 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 212 to 424 to 425 to 850 to 851
Cost is: 7700.800611113853 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 212 to 213 to 426 to 852
Cost is: 8552.800611113853 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 212 to 213 to 426 to 852 to 853
Cost is: 8137.979707755595 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 212 to 213 to 426 to 427 to 854
Cost is: 8991.979707755596 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 212 to 213 to 426 to 427 to 854 to 855
Cost is: 7636.520368420301 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 107 to 214 to 428 to 856
Cost is: 8492.5203684203 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 107 to 214 to 428 to 856 to 857
Cost is: 8075.706214527915 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 107 to 214 to 428 to 429 to 858
Cost is: 8933.706214527916 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 107 to 214 to 428 to 429 to 858 to 859
Cost is: 7883.082951135966 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 107 to 214 to 215 to 430 to 860
Cost is: 8743.082951135966 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 107 to 214 to 215 to 430 to 860 to 861
Cost is: 8324.2755152799 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 107 to 214 to 215 to 430 to 431 to 862
Cost is: 9186.2755152799 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 52 to 53 to 106 to 107 to 214 to 215 to 430 to 431 to 862 to 863
Cost is: 7594.211218153149 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 216 to 432 to 864
Cost is: 8458.211218153148 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 216 to 432 to 864 to 865
Cost is: 8037.410469195202 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 216 to 432 to 433 to 866
Cost is: 8903.410469195202 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 216 to 432 to 433 to 866 to 867
Cost is: 7842.813969072577 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 216 to 217 to 434 to 868
Cost is: 8710.813969072577 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 216 to 217 to 434 to 868 to 869
Cost is: 8288.019876161872 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 216 to 217 to 434 to 435 to 870
Cost is: 9158.019876161872 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 216 to 217 to 434 to 435 to 870 to 871
Cost is: 7776.64090632236 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 109 to 218 to 436 to 872
Cost is: 8648.64090632236 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 109 to 218 to 436 to 872 to 873
Cost is: 8223.853438891383 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 109 to 218 to 436 to 437 to 874
Cost is: 9097.853438891383 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 109 to 218 to 436 to 437 to 874 to 875
Cost is: 8027.283456076222 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 109 to 218 to 219 to 438 to 876
Cost is: 8903.283456076222 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 109 to 218 to 219 to 438 to 876 to 877
Cost is: 8476.50258383693 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 109 to 218 to 219 to 438 to 439 to 878
Cost is: 9354.50258383693 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 108 to 109 to 218 to 219 to 438 to 439 to 878 to 879
Cost is: 7805.374105058583 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 220 to 440 to 880
Cost is: 8685.374105058583 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 220 to 440 to 880 to 881
Cost is: 8256.599797998599 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 220 to 440 to 441 to 882
Cost is: 9138.599797998599 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 220 to 440 to 441 to 882 to 883
Cost is: 8058.056091008827 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 220 to 221 to 442 to 884
Cost is: 8942.056091008828 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 220 to 221 to 442 to 884 to 885
Cost is: 8511.288319387688 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 220 to 221 to 442 to 443 to 886
Cost is: 9397.288319387688 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 220 to 221 to 442 to 443 to 886 to 887
Cost is: 7989.988253798627 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 111 to 222 to 444 to 888
Cost is: 8877.988253798627 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 111 to 222 to 444 to 888 to 889
Cost is: 8445.226988144103 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 111 to 222 to 444 to 445 to 890
Cost is: 9335.226988144103 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 111 to 222 to 444 to 445 to 890 to 891
Cost is: 8244.70931985614 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 111 to 222 to 223 to 446 to 892
Cost is: 9136.70931985614 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 111 to 222 to 223 to 446 to 892 to 893
Cost is: 8701.954530960627 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 111 to 222 to 223 to 446 to 447 to 894
Cost is: 9595.954530960627 | 0 to 1 to 2 to 3 to 6 to 12 to 13 to 26 to 27 to 54 to 55 to 110 to 111 to 222 to 223 to 446 to 447 to 894 to 895
Cost is: 7895.493413211373 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 224 to 448 to 896
Cost is: 8791.493413211374 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 224 to 448 to 896 to 897
Cost is: 8354.745072128342 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 224 to 448 to 449 to 898
Cost is: 9252.745072128342 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 224 to 448 to 449 to 898 to 899
Cost is: 8152.2532096601635 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 224 to 225 to 450 to 900
Cost is: 9052.253209660164 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 224 to 225 to 450 to 900 to 901
Cost is: 8613.511287700674 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 224 to 225 to 450 to 451 to 902
Cost is: 9515.511287700674 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 224 to 225 to 450 to 451 to 902 to 903
Cost is: 8082.288713588626 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 113 to 226 to 452 to 904
Cost is: 8986.288713588627 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 113 to 226 to 452 to 904 to 905
Cost is: 8545.553182317904 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 113 to 226 to 452 to 453 to 906
Cost is: 9451.553182317904 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 113 to 226 to 452 to 453 to 906 to 907
Cost is: 8341.086896916242 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 113 to 226 to 227 to 454 to 908
Cost is: 9249.086896916242 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 113 to 226 to 227 to 454 to 908 to 909
Cost is: 8806.357728150322 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 113 to 226 to 227 to 454 to 455 to 910
Cost is: 9716.357728150322 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 112 to 113 to 226 to 227 to 454 to 455 to 910 to 911
Cost is: 8109.436240793841 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 228 to 456 to 912
Cost is: 9021.43624079384 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 228 to 456 to 912 to 913
Cost is: 8576.713406596256 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 228 to 456 to 457 to 914
Cost is: 9490.713406596256 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 228 to 456 to 457 to 914 to 915
Cost is: 8370.272473527759 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 228 to 229 to 458 to 916
Cost is: 9286.272473527759 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 228 to 229 to 458 to 916 to 917
Cost is: 8839.555946206296 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 228 to 229 to 458 to 459 to 918
Cost is: 9757.555946206296 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 228 to 229 to 458 to 459 to 918 to 919
Cost is: 8298.409500500598 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 115 to 230 to 460 to 920
Cost is: 9218.409500500598 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 115 to 230 to 460 to 920 to 921
Cost is: 8769.69925260411 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 115 to 230 to 460 to 461 to 922
Cost is: 9691.69925260411 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 115 to 230 to 460 to 461 to 922 to 923
Cost is: 8561.283451050307 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 115 to 230 to 231 to 462 to 924
Cost is: 9485.283451050307 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 115 to 230 to 231 to 462 to 924 to 925
Cost is: 9034.57945536558 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 115 to 230 to 231 to 462 to 463 to 926
Cost is: 9960.57945536558 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 56 to 57 to 114 to 115 to 230 to 231 to 462 to 463 to 926 to 927
Cost is: 8247.034255485061 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 232 to 464 to 928
Cost is: 9175.034255485061 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 232 to 464 to 928 to 929
Cost is: 8722.336485033724 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 232 to 464 to 465 to 930
Cost is: 9652.336485033724 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 232 to 464 to 465 to 930 to 931
Cost is: 8511.945597989612 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 232 to 233 to 466 to 932
Cost is: 9443.945597989612 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 232 to 233 to 466 to 932 to 933
Cost is: 8989.25402602513 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 232 to 233 to 466 to 467 to 934
Cost is: 9923.25402602513 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 232 to 233 to 466 to 467 to 934 to 935
Cost is: 8438.18239278028 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 117 to 234 to 468 to 936
Cost is: 9374.18239278028 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 117 to 234 to 468 to 936 to 937
Cost is: 8917.49699278496 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 117 to 234 to 468 to 469 to 938
Cost is: 9855.49699278496 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 117 to 234 to 468 to 469 to 938 to 939
Cost is: 8705.130806961055 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 117 to 234 to 235 to 470 to 940
Cost is: 9645.130806961055 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 117 to 234 to 235 to 470 to 940 to 941
Cost is: 9186.451552643128 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 117 to 234 to 235 to 470 to 471 to 942
Cost is: 10128.451552643128 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 116 to 117 to 234 to 235 to 470 to 471 to 942 to 943
Cost is: 8463.729888409303 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 236 to 472 to 944
Cost is: 9407.729888409303 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 236 to 472 to 944 to 945
Cost is: 8947.056753700046 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 236 to 472 to 473 to 946
Cost is: 9893.056753700046 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 236 to 472 to 473 to 946 to 947
Cost is: 8732.715059427781 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 236 to 237 to 474 to 948
Cost is: 9680.715059427781 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 236 to 237 to 474 to 948 to 949
Cost is: 9218.048018478705 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 236 to 237 to 474 to 475 to 950
Cost is: 10168.048018478705 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 236 to 237 to 474 to 475 to 950 to 951
Cost is: 8657.049926471938 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 119 to 238 to 476 to 952
Cost is: 9609.049926471938 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 119 to 238 to 476 to 952 to 953
Cost is: 9144.388953651986 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 119 to 238 to 476 to 477 to 954
Cost is: 10098.388953651986 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 119 to 238 to 476 to 477 to 954 to 955
Cost is: 8928.071544792263 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 119 to 238 to 239 to 478 to 956
Cost is: 9884.071544792263 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 119 to 238 to 239 to 478 to 956 to 957
Cost is: 9417.416614685095 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 119 to 238 to 239 to 478 to 479 to 958
Cost is: 10375.416614685095 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 28 to 29 to 58 to 59 to 118 to 119 to 238 to 239 to 478 to 479 to 958 to 959
Cost is: 8564.417984806616 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 240 to 480 to 960
Cost is: 9524.417984806616 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 240 to 480 to 960 to 961
Cost is: 9055.769072207917 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 240 to 480 to 481 to 962
Cost is: 10017.769072207917 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 240 to 480 to 481 to 962 to 963
Cost is: 8837.475746062744 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 240 to 241 to 482 to 964
Cost is: 9801.475746062744 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 240 to 241 to 482 to 964 to 965
Cost is: 9330.83282597758 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 240 to 241 to 482 to 483 to 966
Cost is: 10296.83282597758 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 240 to 241 to 482 to 483 to 966 to 967
Cost is: 8759.907046467044 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 121 to 242 to 484 to 968
Cost is: 9727.907046467044 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 121 to 242 to 484 to 968 to 969
Cost is: 9255.270094107267 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 121 to 242 to 484 to 485 to 970
Cost is: 10225.270094107267 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 121 to 242 to 484 to 485 to 970 to 971
Cost is: 9035.000651334301 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 121 to 242 to 243 to 486 to 972
Cost is: 10007.000651334301 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 121 to 242 to 243 to 486 to 972 to 973
Cost is: 9532.369642115993 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 121 to 242 to 243 to 486 to 487 to 974
Cost is: 10506.369642115993 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 120 to 121 to 242 to 243 to 486 to 487 to 974 to 975
Cost is: 8783.841112628992 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 244 to 488 to 976
Cost is: 9759.841112628992 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 244 to 488 to 976 to 977
Cost is: 9283.216022169945 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 244 to 488 to 489 to 978
Cost is: 10261.216022169945 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 244 to 488 to 489 to 978 to 979
Cost is: 9060.97026669985 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 244 to 245 to 490 to 980
Cost is: 10040.97026669985 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 244 to 245 to 490 to 980 to 981
Cost is: 9562.351070817103 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 244 to 245 to 490 to 491 to 982
Cost is: 10544.351070817103 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 244 to 245 to 490 to 491 to 982 to 983
Cost is: 8981.496415447371 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 123 to 246 to 492 to 984
Cost is: 9965.496415447371 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 123 to 246 to 492 to 984 to 985
Cost is: 9484.883090154777 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 123 to 246 to 492 to 493 to 986
Cost is: 10470.883090154777 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 123 to 246 to 492 to 493 to 986 to 987
Cost is: 9260.660829111257 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 123 to 246 to 247 to 494 to 988
Cost is: 10248.660829111257 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 123 to 246 to 247 to 494 to 988 to 989
Cost is: 9766.05335061708 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 123 to 246 to 247 to 494 to 495 to 990
Cost is: 10756.05335061708 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 60 to 61 to 122 to 123 to 246 to 247 to 494 to 495 to 990 to 991
Cost is: 8920.992385172483 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 31 to 62 to 124 to 248 to 496 to 992
Cost is: 9912.992385172483 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 31 to 62 to 124 to 248 to 496 to 992 to 993
Cost is: 9428.39072987705 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 31 to 62 to 124 to 248 to 496 to 497 to 994
Cost is: 10422.39072987705 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 31 to 62 to 124 to 248 to 496 to 497 to 994 to 995
Cost is: 9202.191773499504 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 31 to 62 to 124 to 248 to 249 to 498 to 996
Cost is: 10198.191773499504 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 31 to 62 to 124 to 248 to 249 to 498 to 996 to 997
Cost is: 9711.595917992892 | 0 to 1 to 2 to 3 to 6 to 7 to 14 to 15 to 30 to 31 to 62 to 124 to 248 to 249 to 498 to 499 to 998
